Plot,Rep,SubBlock,Row,Column,Trial,GID,GYTha
7003,1,1,23,1,7,6568710,6.48574561403509
7004,1,1,24,1,7,6682340,6.39437134502924
7005,1,1,25,1,7,6682434,6.30299707602339
7006,1,2,26,1,7,6682521,6.52595029239766
7007,1,2,27,1,7,6682522,6.27010233918129
7008,1,2,28,1,7,6683943,6.22441520467836
7009,1,2,29,1,7,6568885,6.53874269005848
7010,1,2,30,1,7,6682538,6.29203216374269
7011,1,3,30,2,7,5398530,7.1125730994152
7012,1,3,29,2,7,6683966,6.62280701754386
7013,1,3,28,2,7,6684034,5.95029239766082
7014,1,3,27,2,7,6684036,5.16630116959064
7015,1,3,26,2,7,6684041,5.00182748538012
7016,1,4,25,2,7,6684042,6.41630116959064
7017,1,4,24,2,7,4755014,6.61366959064327
7018,1,4,23,2,7,6684073,6.97551169590643
7019,1,4,22,2,7,6682717,6.22989766081871
7020,1,4,21,2,7,6569050,5.77485380116959
7021,1,5,21,3,7,6682753,5.32711988304094
7022,1,5,22,3,7,6682781,6.70138888888889
7023,1,5,23,3,7,6682784,6.39071637426901
7024,1,5,24,3,7,6684125,7.02119883040936
7025,1,5,25,3,7,6684160,6.36330409356725
7026,1,6,26,3,7,6128005,4.47002923976608
7027,1,6,27,3,7,6684163,6.16776315789474
7028,1,6,28,3,7,6684179,6.63377192982456
7029,1,6,29,3,7,6684188,6.6593567251462
7030,1,6,30,3,7,6684197,5.8296783625731
7031,1,7,30,4,7,6682837,5.18457602339181
7032,1,7,29,4,7,6682839,6.81286549707602
7033,1,7,28,4,7,4902859,5.6030701754386
7034,1,7,27,4,7,6682843,4.30738304093567
7035,1,7,26,4,7,6682847,6.96271929824561
7036,1,8,25,4,7,6682866,5.72002923976608
7037,1,8,24,4,7,6684207,6.15862573099415
7038,1,8,23,4,7,6684208,5.40387426900585
7039,1,8,22,4,7,3872194,5.37828947368421
7040,1,8,21,4,7,6682884,5.09502923976608
7041,1,9,21,5,7,6684210,6.04714912280702
7042,1,9,22,5,7,6682893,5.62317251461988
7043,1,9,23,5,7,6569147,6.43457602339181
7044,1,9,24,5,7,6682921,6.19700292397661
7045,1,9,25,5,7,6682922,6.19517543859649
7046,1,10,26,5,7,6682935,4.00036549707602
7047,1,10,27,5,7,6569194,4.47733918128655
7048,1,10,28,5,7,6682938,4.96162280701754
7049,1,10,29,5,7,6684250,5.12792397660819
7050,1,10,30,5,7,6683083,5.56652046783626
7051,1,11,30,6,7,6683244,5.50255847953216
7052,1,11,29,6,7,6684341,4.97624269005848
7053,1,11,28,6,7,6684347,4.59612573099415
7054,1,11,27,6,7,6333158,5.04568713450292
7055,1,11,26,6,7,6569526,6.61366959064327
7056,1,12,25,6,7,6680126,6.27741228070175
7057,1,12,24,6,7,6680712,6.20614035087719
7058,1,12,23,6,7,6680187,6.10014619883041
7059,1,12,22,6,7,6692346,5.3983918128655
7060,1,12,21,6,7,6679098,4.85014619883041
7061,2,1,21,7,7,3872194,4.96527777777778
7062,2,1,22,7,7,6684125,4.99634502923977
7063,2,1,23,7,7,6683943,5.94298245614035
7064,2,1,24,7,7,6684208,5.46052631578947
7065,2,1,25,7,7,6682921,6.04897660818713
7066,2,2,26,7,7,6682839,7.01206140350877
7067,2,2,27,7,7,6682340,4.72770467836257
7068,2,2,28,7,7,6682781,5.26864035087719
7069,2,2,29,7,7,6680712,4.75328947368421
7070,2,2,30,7,7,6683966,4.84283625730994
7071,2,3,30,8,7,6682784,4.74780701754386
7072,2,3,29,8,7,6684160,4.85014619883041
7073,2,3,28,8,7,5398530,5.95760233918129
7074,2,3,27,8,7,6680126,5.33260233918129
7075,2,3,26,8,7,6682893,5.43859649122807
7076,2,4,25,8,7,6684042,6.39985380116959
7077,2,4,24,8,7,6682522,5.72733918128655
7078,2,4,23,8,7,6682847,6.41995614035088
7079,2,4,22,8,7,6684341,5.35635964912281
7080,2,4,21,8,7,6684188,4.56505847953216
7081,2,5,21,9,7,6684197,4.79897660818713
7082,2,5,22,9,7,6569526,6.12207602339181
7083,2,5,23,9,7,6568885,5.63779239766082
7084,2,5,24,9,7,6569147,6.92251461988304
7085,2,5,25,9,7,6684250,4.6984649122807
7086,2,6,26,9,7,6679098,4.59978070175439
7087,2,6,27,9,7,6128005,5.62865497076023
7088,2,6,28,9,7,6684041,5.65058479532164
7089,2,6,29,9,7,6684036,5.02741228070175
7090,2,6,30,9,7,6682884,4.95431286549708
7091,2,7,30,10,7,6682538,5.07309941520468
7092,2,7,29,10,7,6684179,5.57931286549708
7093,2,7,28,10,7,6684034,5.47331871345029
7094,2,7,27,10,7,6682753,5.70358187134503
7095,2,7,26,10,7,6682935,5.67068713450292
7096,2,8,25,10,7,6682434,5.67799707602339
7097,2,8,24,10,7,6682843,6.58991228070175
7098,2,8,23,10,7,3822784,4.42251461988304
7099,2,8,22,10,7,6692346,5.47880116959064
7100,2,8,21,10,7,6682837,6.27558479532164
7101,2,9,21,11,7,6684210,5.53545321637427
7102,2,9,22,11,7,6568710,5.57200292397661
7103,2,9,23,11,7,6682267,6.75073099415205
7104,2,9,24,11,7,6682938,5.5921052631579
7105,2,9,25,11,7,4902859,5.4422514619883
7106,2,10,26,11,7,6682922,6.01425438596491
7107,2,10,27,11,7,6680187,5.69444444444444
7108,2,10,28,11,7,6684347,5.54093567251462
7109,2,10,29,11,7,6684073,6.99926900584795
7110,2,10,30,11,7,6683083,5.27595029239766
7111,2,11,30,12,7,4755014,6.06542397660819
7112,2,11,29,12,7,6684207,5.16812865497076
7113,2,11,28,12,7,6682521,5.39473684210526
7114,2,11,27,12,7,6569194,5.73830409356725
7115,2,11,26,12,7,6333158,6.35051169590643
7116,2,12,25,12,7,6682717,4.68019005847953
7117,2,12,24,12,7,6569050,6.70138888888889
7118,2,12,23,12,7,6682866,5.94298245614035
7119,2,12,22,12,7,6684163,5.28874269005848
7120,2,12,21,12,7,6683244,5.25036549707602
8001,1,1,21,13,8,6679102,5.67251461988304
8002,1,1,22,13,8,3822784,4.17763157894737
8003,1,1,23,13,8,6680738,5.09502923976608
8004,1,1,24,13,8,6680744,6.51498538011696
8005,1,1,25,13,8,6565276,4.94517543859649
8006,1,2,26,13,8,6679336,5.96856725146199
8007,1,2,27,13,8,6565553,5.42580409356725
8008,1,2,28,13,8,6565566,5.17178362573099
8009,1,2,29,13,8,6680561,4.93603801169591
8010,1,2,30,13,8,6679532,5.97587719298246
8011,1,3,30,14,8,5398530,6.32675438596491
8012,1,3,29,14,8,6679537,6.01425438596491
8013,1,3,28,14,8,6679539,6.40168128654971
8014,1,3,27,14,8,6680962,5.29970760233918
8015,1,3,26,14,8,6692387,5.10416666666667
8016,1,4,25,14,8,6680977,5.8516081871345
8017,1,4,24,14,8,4755014,6.16228070175439
8018,1,4,23,14,8,6680989,5.79861111111111
8019,1,4,22,14,8,6680990,5.55738304093567
8020,1,4,21,14,8,6680991,5.49342105263158
8021,1,5,21,15,8,6566828,4.84466374269006
8022,1,5,22,15,8,6679657,5.15350877192982
8023,1,5,23,15,8,6679711,6.3687865497076
8024,1,5,24,15,8,6681248,6.05263157894737
8025,1,5,25,15,8,6567274,4.62353801169591
8026,1,6,26,15,8,6128005,6.59356725146199
8027,1,6,27,15,8,6567301,5.07675438596491
8028,1,6,28,15,8,6567313,5.92470760233918
8029,1,6,29,15,8,6681312,5.61038011695906
8030,1,6,30,15,8,6681319,6.29385964912281
8031,1,7,30,16,8,6567383,5.67616959064327
8032,1,7,29,16,8,6679883,5.66703216374269
8033,1,7,28,16,8,4902859,5.93201754385965
8034,1,7,27,16,8,6679899,5.75109649122807
8035,1,7,26,16,8,6681451,6.21527777777778
8036,1,8,25,16,8,6681453,4.98720760233918
8037,1,8,24,16,8,6681459,6.19517543859649
8038,1,8,23,16,8,6681462,5.47880116959064
8039,1,8,22,16,8,3872194,4.80263157894737
8040,1,8,21,16,8,6681464,4.98172514619883
8041,1,9,21,17,8,6567425,6.26827485380117
8042,1,9,22,17,8,6681477,5.3344298245614
8043,1,9,23,17,8,6567430,5.88084795321637
8044,1,9,24,17,8,6567433,6.02521929824561
8045,1,9,25,17,8,6567480,4.80994152046784
8046,1,10,26,17,8,6681489,6.02704678362573
8047,1,10,27,17,8,6681493,6.23355263157895
8048,1,10,28,17,8,6679927,6.56615497076023
8049,1,10,29,17,8,6679929,4.34027777777778
8050,1,10,30,17,8,6681545,5.47514619883041
8051,1,11,30,18,8,6679996,5.96673976608187
8052,1,11,29,18,8,6690981,5.26315789473684
8053,1,11,28,18,8,6691914,5.83698830409357
8054,1,11,27,18,8,6333158,5.61951754385965
8055,1,11,26,18,8,6692205,6.14583333333333
8056,1,12,25,18,8,6692209,5.05847953216374
8057,1,12,24,18,8,6691100,5.21381578947368
8058,1,12,23,18,8,6692002,5.93384502923977
8059,1,12,22,18,8,6692031,6.09100877192982
8060,1,12,21,18,8,6692044,5.46966374269006
8061,2,1,21,19,8,3872194,4.23793859649123
8062,2,1,22,19,8,6681248,5.47331871345029
8063,2,1,23,19,8,6565566,5.57383040935672
8064,2,1,24,19,8,6681462,5.40021929824561
8065,2,1,25,19,8,6567433,4.66922514619883
8066,2,2,26,19,8,6679883,5.25402046783626
8067,2,2,27,19,8,6680744,5.30519005847953
8068,2,2,28,19,8,6679657,5.48976608187135
8069,2,2,29,19,8,6691100,4.84283625730994
8070,2,2,30,19,8,6679537,6.83296783625731
8071,2,3,30,20,8,6679711,6.9718567251462
8072,2,3,29,20,8,6567274,4.36038011695906
8073,2,3,28,20,8,5398530,6.88230994152047
8074,2,3,27,20,8,6692209,6.53326023391813
8075,2,3,26,20,8,6681477,5.08223684210526
8076,2,4,25,20,8,6680977,7.23684210526316
8077,2,4,24,20,8,6565553,6.13669590643275
8078,2,4,23,20,8,6681451,5.57748538011696
8079,2,4,22,20,8,6690981,5.83881578947368
8080,2,4,21,20,8,6681312,5.68165204678363
8081,2,5,21,21,8,6681319,5.5391081871345
8082,2,5,22,21,8,6692205,5.30519005847953
8083,2,5,23,21,8,6680561,6.4437134502924
8084,2,5,24,21,8,6567430,6.33406432748538
8085,2,5,25,21,8,6679929,5.40387426900585
8086,2,6,26,21,8,6692044,4.57602339181287
8087,2,6,27,21,8,6128005,5.58479532163743
8088,2,6,28,21,8,6692387,4.84831871345029
8089,2,6,29,21,8,6680962,6.00694444444444
8090,2,6,30,21,8,6681464,5.45504385964912
8091,2,7,30,22,8,6679532,6.77083333333333
8092,2,7,29,22,8,6567313,5.72916666666667
8093,2,7,28,22,8,6679539,6.3358918128655
8094,2,7,27,22,8,6566828,4.1922514619883
8095,2,7,26,22,8,6681489,5.19919590643275
8096,2,8,25,22,8,6565276,4.85380116959064
8097,2,8,24,22,8,6679899,5.21198830409357
8098,2,8,23,22,8,3822784,4.74597953216374
8099,2,8,22,22,8,6692031,4.09356725146199
8100,2,8,21,22,8,6567383,5.02923976608187
8101,2,9,21,23,8,6567425,4.59978070175439
8102,2,9,22,23,8,6680738,5.48611111111111
8103,2,9,23,23,8,6679102,5.33077485380117
8104,2,9,24,23,8,6679927,6.24634502923977
8105,2,9,25,23,8,4902859,5.45869883040936
8106,2,10,26,23,8,6567480,4.86293859649123
8107,2,10,27,23,8,6692002,7.26425438596491
8108,2,10,28,23,8,6691914,5.95029239766082
8109,2,10,29,23,8,6680989,5.15899122807017
8110,2,10,30,23,8,6681545,4.98720760233918
8111,2,11,30,24,8,4755014,6.74342105263158
8112,2,11,29,24,8,6681459,5.09868421052632
8113,2,11,28,24,8,6679336,5.17178362573099
8114,2,11,27,24,8,6681493,5.17178362573099
8115,2,11,26,24,8,6333158,5.50073099415205
8116,2,12,25,24,8,6680990,6.0672514619883
8117,2,12,24,24,8,6680991,5.88450292397661
8118,2,12,23,24,8,6681453,5.19005847953216
8119,2,12,22,24,8,6567301,6.77997076023392
8120,2,12,21,24,8,6679996,5.24488304093567
9001,1,1,21,25,9,6692251,5.58845029239766
9002,1,1,22,25,9,3822784,4.89766081871345
9003,1,1,23,25,9,6691294,6.72880116959064
9004,1,1,24,25,9,6691292,7.43786549707602
9005,1,1,25,25,9,6691293,7.00109649122807
9006,1,2,26,25,9,6692139,6.78362573099415
9007,1,2,27,25,9,6691287,5.83150584795322
9008,1,2,28,25,9,6691320,6.5734649122807
9009,1,2,29,25,9,6691327,6.31944444444444
9010,1,2,30,25,9,6692421,7.32638888888889
9011,1,3,30,26,9,5398530,7.9203216374269
9012,1,3,29,26,9,6692425,4.64912280701754
9013,1,3,28,26,9,6691746,6.97551169590643
9014,1,3,27,26,9,6691359,5.52266081871345
9015,1,3,26,26,9,6691368,5.17909356725146
9016,1,4,25,26,9,6691636,5.25950292397661
9017,1,4,24,26,9,4755014,6.24817251461988
9018,1,4,23,26,9,6690859,4.85745614035088
9019,1,4,22,26,9,6691659,5.26498538011696
9020,1,4,21,26,9,6690863,6.38157894736842
9021,1,5,21,27,9,6690864,5.84978070175439
9022,1,5,22,27,9,6691665,6.86586257309942
9023,1,5,23,27,9,6690918,5.74926900584795
9024,1,5,24,27,9,6691721,5.6578947368421
9025,1,5,25,27,9,6691422,6.9078947368421
9026,1,6,26,27,9,6128005,7.49451754385965
9027,1,6,27,27,9,6690931,4.26169590643275
9028,1,6,28,27,9,6691467,6.29203216374269
9029,1,6,29,27,9,6690438,5.07127192982456
9030,1,6,30,27,9,6690445,6.11293859649123
9031,1,7,30,28,9,6690483,5.29239766081871
9032,1,7,29,28,9,6691494,6.40350877192982
9033,1,7,28,28,9,4902859,5.99597953216374
9034,1,7,27,28,9,6690510,4.82090643274854
9035,1,7,26,28,9,6690535,5.04568713450292
9036,1,8,25,28,9,6691523,5.33625730994152
9037,1,8,24,28,9,6691526,5.48245614035088
9038,1,8,23,28,9,6691528,6.14766081871345
9039,1,8,22,28,9,3872194,4.51206140350877
9040,1,8,21,28,9,6691529,5.88998538011696
9041,1,9,21,29,9,6690568,5.78216374269006
9042,1,9,22,29,9,6690578,5.20102339181287
9043,1,9,23,29,9,6690599,5.27777777777778
9044,1,9,24,29,9,6691541,5.95394736842105
9045,1,9,25,29,9,6690606,5.45869883040936
9046,1,10,26,29,9,6690640,5.31980994152047
9047,1,10,27,29,9,6691553,5.8516081871345
9048,1,10,28,29,9,6690675,6.12573099415205
9049,1,10,29,29,9,6691576,5.95394736842105
9050,1,10,30,29,9,6690805,5.79678362573099
9051,1,11,30,30,9,6692267,5.68165204678363
9052,1,11,29,30,9,6692303,5.69078947368421
9053,1,11,28,30,9,6692306,5.36184210526316
9054,1,11,27,30,9,6333158,6.17324561403509
9055,1,11,26,30,9,6692326,6.84758771929825
9056,1,12,25,30,9,6692327,6.38340643274854
9057,1,12,24,30,9,6692338,5.79130116959064
9058,1,12,23,30,9,6692345,6.09100877192982
9059,1,12,22,30,9,5390612,6.76900584795322
9060,1,12,21,30,9,4313703,6.90972222222222
9061,2,1,21,31,9,3872194,5.09868421052632
9062,2,1,22,31,9,6691721,6.27923976608187
9063,2,1,23,31,9,6691320,6.16228070175439
9064,2,1,24,31,9,6691528,6.06176900584795
9065,2,1,25,31,9,6691541,6.4766081871345
9066,2,2,26,31,9,6691494,4.81542397660819
9067,2,2,27,31,9,6691292,7.52923976608187
9068,2,2,28,31,9,6691665,6.38706140350877
9069,2,2,29,31,9,6692338,6.64473684210526
9070,2,2,30,31,9,6692425,6.46747076023392
9071,2,3,30,32,9,6690918,5.68530701754386
9072,2,3,29,32,9,6691422,6.10197368421053
9073,2,3,28,32,9,5398530,7.32638888888889
9074,2,3,27,32,9,6692327,5.87902046783626
9075,2,3,26,32,9,6690578,5.27595029239766
9076,2,4,25,32,9,6691636,5.9375
9077,2,4,24,32,9,6691287,4.93786549707602
9078,2,4,23,32,9,6690535,5.15350877192982
9079,2,4,22,32,9,6692303,5.48245614035088
9080,2,4,21,32,9,6690438,4.24342105263158
9081,2,5,21,33,9,6690445,4.76608187134503
9082,2,5,22,33,9,6692326,5.94480994152047
9083,2,5,23,33,9,6691327,5.48793859649123
9084,2,5,24,33,9,6690599,4.63450292397661
9085,2,5,25,33,9,6691576,4.95065789473684
9086,2,6,26,33,9,4313703,6.79824561403509
9087,2,6,27,33,9,6128005,6.91703216374269
9088,2,6,28,33,9,6691368,5.0968567251462
9089,2,6,29,33,9,6691359,5.03654970760234
9090,2,6,30,33,9,6691529,4.0844298245614
9091,2,7,30,34,9,6692421,4.90862573099415
9092,2,7,29,34,9,6691467,4.68567251461988
9093,2,7,28,34,9,6691746,5.14802631578947
9094,2,7,27,34,9,6690864,6.19517543859649
9095,2,7,26,34,9,6690640,5.07127192982456
9096,2,8,25,34,9,6691293,6.4875730994152
9097,2,8,24,34,9,6690510,4.79714912280702
9098,2,8,23,34,9,3822784,4.54495614035088
9099,2,8,22,34,9,5390612,6.24451754385965
9100,2,8,21,34,9,6690483,4.38413742690058
9101,2,9,21,35,9,6690568,4.40972222222222
9102,2,9,22,35,9,6691294,5.75109649122807
9103,2,9,23,35,9,6692251,5.82419590643275
9104,2,9,24,35,9,6690675,4.6765350877193
9105,2,9,25,35,9,4902859,6.08004385964912
9106,2,10,26,35,9,6690606,6.34137426900585
9107,2,10,27,35,9,6692345,6.51864035087719
9108,2,10,28,35,9,6692306,6.21345029239766
9109,2,10,29,35,9,6690859,5.57565789473684
9110,2,10,30,35,9,6690805,5.31432748538012
9111,2,11,30,36,9,4755014,5.26681286549708
9112,2,11,29,36,9,6691526,4.59429824561404
9113,2,11,28,36,9,6692139,5.58845029239766
9114,2,11,27,36,9,6691553,4.36769005847953
9115,2,11,26,36,9,6333158,6.10745614035088
9116,2,12,25,36,9,6691659,5.87536549707602
9117,2,12,24,36,9,6690863,5.22295321637427
9118,2,12,23,36,9,6691523,5.79130116959064
9119,2,12,22,36,9,6690931,4.70577485380117
9120,2,12,21,36,9,6692267,5.49342105263158
